report,technique_id,technique_name,confidence,flagged,chunk_id,heading_path,evidence,reason
dfir-2025-06-30-hide-your-rdp-password-spray-leads-to-ransomhub-deployment,T1048,Exfiltration Over Alternative Protocol,90,0,e4b7bec4-92bd-4b8e-9acd-ff92138f6793:7,Hide Your RDP: Password Spray Leads to RansomHub Deployment > Case Summary,exfiltrate files over SFTP,The excerpt mentions exfiltrating data over a different protocol (SFTP) than the existing command and control channel.
dfir-2025-06-30-hide-your-rdp-password-spray-leads-to-ransomhub-deployment,T1133,External Remote Services,100,0,e4b7bec4-92bd-4b8e-9acd-ff92138f6793:7,Hide Your RDP: Password Spray Leads to RansomHub Deployment > Case Summary,installed via RDP on two backup servers,The excerpt explicitly states using RDP on backup servers for persistent remote access.
dfir-2025-06-30-hide-your-rdp-password-spray-leads-to-ransomhub-deployment,T1021,Remote Services,80,0,e4b7bec4-92bd-4b8e-9acd-ff92138f6793:8,Hide Your RDP: Password Spray Leads to RansomHub Deployment > Case Summary,used RDP,The threat actor used RDP to connect to several hosts.
dfir-2025-06-30-hide-your-rdp-password-spray-leads-to-ransomhub-deployment,T1070.004,File Deletion,60,0,e4b7bec4-92bd-4b8e-9acd-ff92138f6793:8,Hide Your RDP: Password Spray Leads to RansomHub Deployment > Case Summary,delete shadow,The ransomware deleted shadow copies and event logs.
dfir-2025-06-30-hide-your-rdp-password-spray-leads-to-ransomhub-deployment,T1021.001,Remote Desktop Protocol,20,1,e4b7bec4-92bd-4b8e-9acd-ff92138f6793:10,Hide Your RDP: Password Spray Leads to RansomHub Deployment > Initial Access,multiple instances of Windows Security Log Event ID 4624,The excerpt mentions successful logons via RDP.
dfir-2025-06-30-hide-your-rdp-password-spray-leads-to-ransomhub-deployment,T1110.003,Password Spraying,90,0,e4b7bec4-92bd-4b8e-9acd-ff92138f6793:10,Hide Your RDP: Password Spray Leads to RansomHub Deployment > Initial Access,password spraying attempts against multiple user accounts,The excerpt describes password spraying attempts against multiple user accounts.
dfir-2025-06-30-hide-your-rdp-password-spray-leads-to-ransomhub-deployment,T1021.001,Remote Desktop Protocol,100,0,e4b7bec4-92bd-4b8e-9acd-ff92138f6793:11,Hide Your RDP: Password Spray Leads to RansomHub Deployment > Initial Access,successful logons,The threat actor successfully authenticated into six distinct user accounts.
dfir-2025-06-30-hide-your-rdp-password-spray-leads-to-ransomhub-deployment,T1134,Access Token Manipulation,20,1,e4b7bec4-92bd-4b8e-9acd-ff92138f6793:11,Hide Your RDP: Password Spray Leads to RansomHub Deployment > Initial Access,Elevated Token: Yes,The _Initial Access User_ logged in with Elevated Token (Elevated Token: Yes).
dfir-2025-06-30-hide-your-rdp-password-spray-leads-to-ransomhub-deployment,T1590.005,IP Addresses,20,1,e4b7bec4-92bd-4b8e-9acd-ff92138f6793:12,Hide Your RDP: Password Spray Leads to RansomHub Deployment > Initial Access,accessing the _Initial Access Use_,The excerpt lists IP addresses accessed by the adversary.
dfir-2025-06-30-hide-your-rdp-password-spray-leads-to-ransomhub-deployment,T1059.001,PowerShell,100,0,e4b7bec4-92bd-4b8e-9acd-ff92138f6793:13,Hide Your RDP: Password Spray Leads to RansomHub Deployment > Execution,numerous PowerShell commands were executed,The excerpt explicitly mentions PowerShell commands being executed.
dfir-2025-06-30-hide-your-rdp-password-spray-leads-to-ransomhub-deployment,T1059.003,Windows Command Shell,100,0,e4b7bec4-92bd-4b8e-9acd-ff92138f6793:13,Hide Your RDP: Password Spray Leads to RansomHub Deployment > Execution,a batch script used to execute a RClone job,"The excerpt shows a batch script used to execute a RClone job, which is a command-line action."
dfir-2025-06-30-hide-your-rdp-password-spray-leads-to-ransomhub-deployment,T1059.005,Visual Basic,100,0,e4b7bec4-92bd-4b8e-9acd-ff92138f6793:13,Hide Your RDP: Password Spray Leads to RansomHub Deployment > Execution,<mark>`nocmd.vbs`</mark> was executed as part of the exfiltration process,The excerpt explicitly mentions Visual Basic scripts being executed.
dfir-2025-06-30-hide-your-rdp-password-spray-leads-to-ransomhub-deployment,T1021.001,Remote Desktop Protocol,100,0,e4b7bec4-92bd-4b8e-9acd-ff92138f6793:14,Hide Your RDP: Password Spray Leads to RansomHub Deployment > Execution,RDP Session Executions,The threat actor leveraged their RDP session to interact directly with the desktop environment.
dfir-2025-06-30-hide-your-rdp-password-spray-leads-to-ransomhub-deployment,T1059.003,Windows Command Shell,80,0,e4b7bec4-92bd-4b8e-9acd-ff92138f6793:14,Hide Your RDP: Password Spray Leads to RansomHub Deployment > Execution,Windows Command Shell,Numerous Windows shell commands were executed as part of the Ransomhub ransomware operation.
dfir-2025-06-30-hide-your-rdp-password-spray-leads-to-ransomhub-deployment,T1110.003,Password Spraying,100,0,e4b7bec4-92bd-4b8e-9acd-ff92138f6793:15,Hide Your RDP: Password Spray Leads to RansomHub Deployment > Persistence,utilizing `net` command,"The excerpt explicitly states 'the threat actor was observed changing multiple users passwords utilizing <mark>`net`</mark> command, to the same password.'"
dfir-2025-06-30-hide-your-rdp-password-spray-leads-to-ransomhub-deployment,T1021.001,Remote Desktop Protocol,20,1,e4b7bec4-92bd-4b8e-9acd-ff92138f6793:15,Hide Your RDP: Password Spray Leads to RansomHub Deployment > Persistence,deployed Atera,The excerpt mentions 'the threat actor deployed Atera and Splashtop RMM tools on several hosts' which implies the use of valid accounts for remote access.
dfir-2025-06-30-hide-your-rdp-password-spray-leads-to-ransomhub-deployment,T1546,Event Triggered Execution,20,1,e4b7bec4-92bd-4b8e-9acd-ff92138f6793:15,Hide Your RDP: Password Spray Leads to RansomHub Deployment > Persistence,setting up services,The excerpt states 'These tools enabled persistence by setting up services on the hosts which can be observed in event ID 7045.' indicating event triggered execution for persistence.
dfir-2025-06-30-hide-your-rdp-password-spray-leads-to-ransomhub-deployment,T1563,Remote Service Session Hijacking,20,1,e4b7bec4-92bd-4b8e-9acd-ff92138f6793:15,Hide Your RDP: Password Spray Leads to RansomHub Deployment > Persistence,deployed Atera,The excerpt mentions 'the threat actor deployed Atera and Splashtop RMM tools on several hosts' which implies the use of remote service sessions for persistence.
dfir-2025-06-30-hide-your-rdp-password-spray-leads-to-ransomhub-deployment,T1490,Inhibit System Recovery,100,0,e4b7bec4-92bd-4b8e-9acd-ff92138f6793:16,Hide Your RDP: Password Spray Leads to RansomHub Deployment > Defense Evasion,delete shadow copy,The excerpt explicitly mentions 'inhibit recovery activity' and lists commands to delete shadow copy files.
dfir-2025-06-30-hide-your-rdp-password-spray-leads-to-ransomhub-deployment,T1685.005,Clear Windows Event Logs,100,0,e4b7bec4-92bd-4b8e-9acd-ff92138f6793:16,Hide Your RDP: Password Spray Leads to RansomHub Deployment > Defense Evasion,clear Windows logs,The excerpt shows the adversary clearing Windows Event Logs using `wevtutil cl`.
dfir-2025-06-30-hide-your-rdp-password-spray-leads-to-ransomhub-deployment,T1021.001,Remote Desktop Protocol,80,0,e4b7bec4-92bd-4b8e-9acd-ff92138f6793:17,Hide Your RDP: Password Spray Leads to RansomHub Deployment > Credential Access,RDPexposed beachhead host,The excerpt mentions using RDP to gain access.
dfir-2025-06-30-hide-your-rdp-password-spray-leads-to-ransomhub-deployment,T1003,OS Credential Dumping,95,0,e4b7bec4-92bd-4b8e-9acd-ff92138f6793:17,Hide Your RDP: Password Spray Leads to RansomHub Deployment > Credential Access,Mimikatz was used to capture various sensitive information,The excerpt explicitly mentions using Mimikatz to dump OS credentials.
dfir-2025-06-30-hide-your-rdp-password-spray-leads-to-ransomhub-deployment,T1003.001,LSASS Memory,90,0,e4b7bec4-92bd-4b8e-9acd-ff92138f6793:18,Hide Your RDP: Password Spray Leads to RansomHub Deployment > Credential Access,accessing LSASS,"The excerpt mentions 'accessing LSASS' and specifically mentions 'sekurlsa::logonpasswords', which is used to extract credentials from LSASS memory."
dfir-2025-06-30-hide-your-rdp-password-spray-leads-to-ransomhub-deployment,T1482,Domain Trust Discovery,80,0,e4b7bec4-92bd-4b8e-9acd-ff92138f6793:19,Hide Your RDP: Password Spray Leads to RansomHub Deployment > Discovery,Discover domain trust relationships,The excerpt describes the threat actor discovering domain trust relationships using `nltest`.
dfir-2025-06-30-hide-your-rdp-password-spray-leads-to-ransomhub-deployment,T1016,System Network Configuration Discovery,90,0,e4b7bec4-92bd-4b8e-9acd-ff92138f6793:19,Hide Your RDP: Password Spray Leads to RansomHub Deployment > Discovery,network interface configuration,"The excerpt lists several built-in Windows commands used for network configuration discovery, including `ipconfig` and `route`."
dfir-2025-06-30-hide-your-rdp-password-spray-leads-to-ransomhub-deployment,T1021.001,Remote Desktop Protocol,100,0,e4b7bec4-92bd-4b8e-9acd-ff92138f6793:20,Hide Your RDP: Password Spray Leads to RansomHub Deployment > Discovery,logged in into a new endpoint,The threat actor used RDP to log into a new endpoint.
dfir-2025-06-30-hide-your-rdp-password-spray-leads-to-ransomhub-deployment,T1016.001,Internet Connection Discovery,80,0,e4b7bec4-92bd-4b8e-9acd-ff92138f6793:20,Hide Your RDP: Password Spray Leads to RansomHub Deployment > Discovery,Test connectivity and resolve internal hostnames,The threat actor performed `Ping` commands to test connectivity.
dfir-2025-06-30-hide-your-rdp-password-spray-leads-to-ransomhub-deployment,T1518.001,Security Software Discovery,20,1,e4b7bec4-92bd-4b8e-9acd-ff92138f6793:20,Hide Your RDP: Password Spray Leads to RansomHub Deployment > Discovery,downloaded the Advanced IP Scanner,The threat actor downloaded Advanced IP Scanner from the official website.
dfir-2025-06-30-hide-your-rdp-password-spray-leads-to-ransomhub-deployment,T1110.003,Password Spraying,20,1,e4b7bec4-92bd-4b8e-9acd-ff92138f6793:21,Hide Your RDP: Password Spray Leads to RansomHub Deployment > Discovery,password spray,The threat actor used a single password against many different accounts.
dfir-2025-06-30-hide-your-rdp-password-spray-leads-to-ransomhub-deployment,T1049,System Network Connections Discovery,80,0,e4b7bec4-92bd-4b8e-9acd-ff92138f6793:21,Hide Your RDP: Password Spray Leads to RansomHub Deployment > Discovery,execution of the NetScan tool,Sysmon event ID 1 shows the execution of NetScan tool.
dfir-2025-06-30-hide-your-rdp-password-spray-leads-to-ransomhub-deployment,T1557.001,Name Resolution Poisoning and SMB Relay,20,1,e4b7bec4-92bd-4b8e-9acd-ff92138f6793:21,Hide Your RDP: Password Spray Leads to RansomHub Deployment > Discovery,making DNS requests,The threat actor made DNS requests for hosts around the network.
dfir-2025-06-30-hide-your-rdp-password-spray-leads-to-ransomhub-deployment,T1070.004,File Deletion,20,1,e4b7bec4-92bd-4b8e-9acd-ff92138f6793:22,Hide Your RDP: Password Spray Leads to RansomHub Deployment > Discovery,file delete[.]me,The excerpt describes the threat actor deleting a file on remote hosts
dfir-2025-06-30-hide-your-rdp-password-spray-leads-to-ransomhub-deployment,T1021.001,Remote Desktop Protocol,100,0,e4b7bec4-92bd-4b8e-9acd-ff92138f6793:24,Hide Your RDP: Password Spray Leads to RansomHub Deployment > Lateral Movement > RDP,Remote Desktop Protocol (RDP),The excerpt explicitly mentions RDP being used for lateral movement.
dfir-2025-06-30-hide-your-rdp-password-spray-leads-to-ransomhub-deployment,T1071.002,File Transfer Protocols,80,0,e4b7bec4-92bd-4b8e-9acd-ff92138f6793:25,Hide Your RDP: Password Spray Leads to RansomHub Deployment > Lateral Movement > SMB,Server Message Block,The excerpt mentions 'transfer of the ransomware binary to remote hosts using the Server Message Block (SMB) protocol.'
dfir-2025-06-30-hide-your-rdp-password-spray-leads-to-ransomhub-deployment,T1021,Remote Services,100,0,e4b7bec4-92bd-4b8e-9acd-ff92138f6793:26,Hide Your RDP: Password Spray Leads to RansomHub Deployment > Command and Control > Atera and Splashtop,utilizing Atera’s built-in features for remote access,The threat actor used Atera with Splashtop for remote access.
dfir-2025-06-30-hide-your-rdp-password-spray-leads-to-ransomhub-deployment,T1563.002,RDP Hijacking,80,0,e4b7bec4-92bd-4b8e-9acd-ff92138f6793:26,Hide Your RDP: Password Spray Leads to RansomHub Deployment > Command and Control > Atera and Splashtop,trace usage of Splashtop,Splashtop was used during the intrusion and leaves logs in a specific file.
dfir-2025-06-30-hide-your-rdp-password-spray-leads-to-ransomhub-deployment,T1021.001,Remote Desktop Protocol,20,1,e4b7bec4-92bd-4b8e-9acd-ff92138f6793:28,Hide Your RDP: Password Spray Leads to RansomHub Deployment > Command and Control > Atera and Splashtop,can connect to AV server,The excerpt mentions a Splashtop connection process.
dfir-2025-06-30-hide-your-rdp-password-spray-leads-to-ransomhub-deployment,T1036.010,Masquerade Account Name,20,1,e4b7bec4-92bd-4b8e-9acd-ff92138f6793:28,Hide Your RDP: Password Spray Leads to RansomHub Deployment > Command and Control > Atera and Splashtop,disp name johnattan,The excerpt suggests the use of a user-defined identifier or alias.
dfir-2025-06-30-hide-your-rdp-password-spray-leads-to-ransomhub-deployment,T1115,Clipboard Data,90,0,e4b7bec4-92bd-4b8e-9acd-ff92138f6793:29,Hide Your RDP: Password Spray Leads to RansomHub Deployment > Command and Control > Atera and Splashtop,ClipboardChange,The excerpt describes the adversary accessing clipboard data with Sysmon Event ID 24.
dfir-2025-06-30-hide-your-rdp-password-spray-leads-to-ransomhub-deployment,T1564.006,Run Virtual Instance,80,0,e4b7bec4-92bd-4b8e-9acd-ff92138f6793:30,Hide Your RDP: Password Spray Leads to RansomHub Deployment > Command and Control > Atera and Splashtop,VirtualBox-hosted environment,The excerpt suggests the threat actor used VirtualBox for initial or persistent access.
dfir-2025-06-30-hide-your-rdp-password-spray-leads-to-ransomhub-deployment,T1021.001,Remote Desktop Protocol,80,0,e4b7bec4-92bd-4b8e-9acd-ff92138f6793:31,Hide Your RDP: Password Spray Leads to RansomHub Deployment > Command and Control > Direct RDP access,used it to establishing interactive sessions,The excerpt states the threat actor used RDP to maintain access.
dfir-2025-06-30-hide-your-rdp-password-spray-leads-to-ransomhub-deployment,T1563.002,RDP Hijacking,60,0,e4b7bec4-92bd-4b8e-9acd-ff92138f6793:31,Hide Your RDP: Password Spray Leads to RansomHub Deployment > Command and Control > Direct RDP access,move laterally and continue their malicious actions,The excerpt mentions the threat actor using RDP for lateral movement.
dfir-2025-06-30-hide-your-rdp-password-spray-leads-to-ransomhub-deployment,T1110.003,Password Spraying,100,0,e4b7bec4-92bd-4b8e-9acd-ff92138f6793:32,Hide Your RDP: Password Spray Leads to RansomHub Deployment > Command and Control > Direct RDP access,Password Spray Source,The excerpt describes the adversary using a single password against many different accounts.
dfir-2025-06-30-hide-your-rdp-password-spray-leads-to-ransomhub-deployment,T1048,Exfiltration Over Alternative Protocol,100,0,e4b7bec4-92bd-4b8e-9acd-ff92138f6793:33,Hide Your RDP: Password Spray Leads to RansomHub Deployment > Exfiltration,facilitate the exfiltration of data,The excerpt explicitly mentions Rclone being used to exfiltrate data via SFTP.
dfir-2025-06-30-hide-your-rdp-password-spray-leads-to-ransomhub-deployment,T1059.005,Visual Basic,80,0,e4b7bec4-92bd-4b8e-9acd-ff92138f6793:33,Hide Your RDP: Password Spray Leads to RansomHub Deployment > Exfiltration,contained a set of VBS commands,"The excerpt shows a VBS script being used to execute a batch file, which is a form of Visual Basic abuse."
dfir-2025-06-30-hide-your-rdp-password-spray-leads-to-ransomhub-deployment,T1021.004,SSH,20,1,e4b7bec4-92bd-4b8e-9acd-ff92138f6793:34,Hide Your RDP: Password Spray Leads to RansomHub Deployment > Exfiltration,network.protocol=ssh,The excerpt mentions 'SSH' and analyzing Zeek logs.
dfir-2025-06-30-hide-your-rdp-password-spray-leads-to-ransomhub-deployment,T1567.002,Exfiltration to Cloud Storage,90,0,e4b7bec4-92bd-4b8e-9acd-ff92138f6793:34,Hide Your RDP: Password Spray Leads to RansomHub Deployment > Exfiltration,data exfiltrated to the remote server,The excerpt explicitly mentions 'exfiltrated to the remote server' and analyzing Zeek logs for data transferred.
dfir-2025-06-30-hide-your-rdp-password-spray-leads-to-ransomhub-deployment,T1564.004,NTFS File Attributes,20,1,e4b7bec4-92bd-4b8e-9acd-ff92138f6793:35,Hide Your RDP: Password Spray Leads to RansomHub Deployment > Exfiltration > 2.03 GB,NTFS artifacts,The excerpt shows NTFS artifacts that can be extracted from memory
dfir-2025-06-30-hide-your-rdp-password-spray-leads-to-ransomhub-deployment,T1021.001,Remote Desktop Protocol,20,1,e4b7bec4-92bd-4b8e-9acd-ff92138f6793:37,Hide Your RDP: Password Spray Leads to RansomHub Deployment > Exfiltration > 2.03 GB > Impact,leveraged built-in lateral movement capabilities to propagate,The excerpt mentions using RDP for lateral movement.
dfir-2025-06-30-hide-your-rdp-password-spray-leads-to-ransomhub-deployment,T1486,Data Encrypted for Impact,90,0,e4b7bec4-92bd-4b8e-9acd-ff92138f6793:37,Hide Your RDP: Password Spray Leads to RansomHub Deployment > Exfiltration > 2.03 GB > Impact,left impacted files encrypted,The excerpt describes the ransomware encrypting files.
dfir-2025-06-30-hide-your-rdp-password-spray-leads-to-ransomhub-deployment,T1564.006,Run Virtual Instance,20,1,e4b7bec4-92bd-4b8e-9acd-ff92138f6793:37,Hide Your RDP: Password Spray Leads to RansomHub Deployment > Exfiltration > 2.03 GB > Impact,stop any Hyper-V virtual machines running on the system,The excerpt mentions using a virtual instance for malicious operations.
dfir-2025-06-30-hide-your-rdp-password-spray-leads-to-ransomhub-deployment,T1110.003,Password Spraying,100,0,e4b7bec4-92bd-4b8e-9acd-ff92138f6793:38,Hide Your RDP: Password Spray Leads to RansomHub Deployment > Exfiltration > 2.03 GB > Timeline,Password Spray,The excerpt explicitly mentions 'password spray' and its use against many accounts.
dfir-2025-06-30-hide-your-rdp-password-spray-leads-to-ransomhub-deployment,T1021.001,Remote Desktop Protocol,80,0,e4b7bec4-92bd-4b8e-9acd-ff92138f6793:39,Hide Your RDP: Password Spray Leads to RansomHub Deployment > Exfiltration > 2.03 GB > Atomic,RDP Initial Access,The excerpt mentions 'RDP Initial Access' which shows Remote Desktop Protocol usage.
dfir-2025-06-30-hide-your-rdp-password-spray-leads-to-ransomhub-deployment,T1110.003,Password Spraying,90,0,e4b7bec4-92bd-4b8e-9acd-ff92138f6793:39,Hide Your RDP: Password Spray Leads to RansomHub Deployment > Exfiltration > 2.03 GB > Atomic,RDP Password Spray,The excerpt describes a password spray attack against RDP accounts.
dfir-2025-06-30-hide-your-rdp-password-spray-leads-to-ransomhub-deployment,T1110.003,Password Spraying,20,1,e4b7bec4-92bd-4b8e-9acd-ff92138f6793:40,Hide Your RDP: Password Spray Leads to RansomHub Deployment > Exfiltration > 2.03 GB > Computed,Hide Your RDP: Password Spray,The excerpt mentions 'Password Spray' in the title.
dfir-2025-06-30-hide-your-rdp-password-spray-leads-to-ransomhub-deployment,T1218.007,Msiexec,100,0,e4b7bec4-92bd-4b8e-9acd-ff92138f6793:40,Hide Your RDP: Password Spray Leads to RansomHub Deployment > Exfiltration > 2.03 GB > Computed,setup.msi,The excerpt lists a file named 'setup.msi'.
dfir-2025-06-30-hide-your-rdp-password-spray-leads-to-ransomhub-deployment,T1071.004,DNS,80,0,e4b7bec4-92bd-4b8e-9acd-ff92138f6793:41,Hide Your RDP: Password Spray Leads to RansomHub Deployment > Exfiltration > 2.03 GB > Network,Splashtop Domain in DNS Lookup,The excerpt shows DNS lookups for the Splashtop domain.
dfir-2025-06-30-hide-your-rdp-password-spray-leads-to-ransomhub-deployment,T1049,System Network Connections Discovery,20,1,e4b7bec4-92bd-4b8e-9acd-ff92138f6793:42,Hide Your RDP: Password Spray Leads to RansomHub Deployment > Exfiltration > 2.03 GB > Sigma,System Network Connections,The excerpt mentions 'System Network Connections Discovery' indirectly through a related technique.
dfir-2025-06-30-hide-your-rdp-password-spray-leads-to-ransomhub-deployment,T1021.004,SSH,100,0,e4b7bec4-92bd-4b8e-9acd-ff92138f6793:43,Hide Your RDP: Password Spray Leads to RansomHub Deployment > Exfiltration > 2.03 GB > Sigma,exfiltrate data over an SSH,The excerpt mentions 'Use of Rclone to exfiltrate data over an SSH channel'
dfir-2025-06-30-hide-your-rdp-password-spray-leads-to-ransomhub-deployment,T1564.004,NTFS File Attributes,20,1,e4b7bec4-92bd-4b8e-9acd-ff92138f6793:43,Hide Your RDP: Password Spray Leads to RansomHub Deployment > Exfiltration > 2.03 GB > Sigma,Suspicious NTFS Symlink,The excerpt describes suspicious NTFS Symlink Behavior Modification
dfir-2025-06-30-hide-your-rdp-password-spray-leads-to-ransomhub-deployment,T1021.001,Remote Desktop Protocol,20,1,e4b7bec4-92bd-4b8e-9acd-ff92138f6793:44,Hide Your RDP: Password Spray Leads to RansomHub Deployment > Exfiltration > 2.03 GB > Yara,Hide Your RDP,The excerpt mentions 'Hide Your RDP'
dfir-2025-06-30-hide-your-rdp-password-spray-leads-to-ransomhub-deployment,T1554,Compromise Host Software Binary,50,0,e4b7bec4-92bd-4b8e-9acd-ff92138f6793:44,Hide Your RDP: Password Spray Leads to RansomHub Deployment > Exfiltration > 2.03 GB > Yara,BINARYALERT_Hacktool_Windows_Mimikatz_Copywrite,The excerpt lists BINARYALERT_Hacktool_Windows_Mimikatz_Copywrite and other Mimikatz files
dfir-2025-06-30-hide-your-rdp-password-spray-leads-to-ransomhub-deployment,T1552,Unsecured Credentials,20,1,e4b7bec4-92bd-4b8e-9acd-ff92138f6793:44,Hide Your RDP: Password Spray Leads to RansomHub Deployment > Exfiltration > 2.03 GB > Yara,DITEKSHEN_INDICATOR_RMM_Atera_CERT,The excerpt lists DITEKSHEN_INDICATOR_RMM_Atera_CERT and other Atera indicators
dfir-2025-06-30-hide-your-rdp-password-spray-leads-to-ransomhub-deployment,T1133,External Remote Services,20,1,e4b7bec4-92bd-4b8e-9acd-ff92138f6793:45,Hide Your RDP: Password Spray Leads to RansomHub Deployment > Exfiltration > 2.03 GB > MITRE ATT&CK,External Remote Services,The excerpt mentions 'External Remote Services' explicitly.
