report,technique_id,technique_name,confidence,flagged,chunk_id,heading_path,evidence,reason
dfir-2026-08-24-bengalseo-part-1-anatomy-of-the-operation,T1036.012,Browser Fingerprint,100,0,0a562e52-5ec3-4b5e-813e-976495aceee7:9,BengalSEO Part 1: Anatomy of the Operation > Traffic Distribution System,fingerprints the browser,The redirector fingerprints the browser at this stage.
dfir-2026-08-24-bengalseo-part-1-anatomy-of-the-operation,T1036.012,Browser Fingerprint,100,0,0a562e52-5ec3-4b5e-813e-976495aceee7:9,BengalSEO Part 1: Anatomy of the Operation > Traffic Distribution System,fingerprints the browser,The redirector fingerprints the browser at this stage.
dfir-2026-08-24-bengalseo-part-1-anatomy-of-the-operation,T1036.012,Browser Fingerprint,100,0,0a562e52-5ec3-4b5e-813e-976495aceee7:10,BengalSEO Part 1: Anatomy of the Operation > Traffic Distribution System,Embedded JavaScript,The excerpt shows a JavaScript handling tracking and browser fingerprinting.
dfir-2026-08-24-bengalseo-part-1-anatomy-of-the-operation,T1071.001,Web Protocols,20,1,0a562e52-5ec3-4b5e-813e-976495aceee7:11,BengalSEO Part 1: Anatomy of the Operation > Traffic Distribution System,<mark>`Victim clicks the lure link and connects to a redirector domain`</mark>,The excerpt describes a redirector domain containing an appended Base62-encoded referrer URL as a campaign tracking parameter.
dfir-2026-08-24-bengalseo-part-1-anatomy-of-the-operation,T1608.005,Link Target,90,0,0a562e52-5ec3-4b5e-813e-976495aceee7:11,BengalSEO Part 1: Anatomy of the Operation > Traffic Distribution System,<mark>`Victim clicks the lure link and connects`</mark>,The excerpt describes a malicious link in an attempt to divulge information or gain execution.
dfir-2026-08-24-bengalseo-part-1-anatomy-of-the-operation,T1036.012,Browser Fingerprint,80,0,0a562e52-5ec3-4b5e-813e-976495aceee7:12,BengalSEO Part 1: Anatomy of the Operation > Traffic Distribution System,browser fingerprints,The excerpt describes browser fingerprints being transmitted to Matomo.
dfir-2026-08-24-bengalseo-part-1-anatomy-of-the-operation,T1071.001,Web Protocols,90,0,0a562e52-5ec3-4b5e-813e-976495aceee7:12,BengalSEO Part 1: Anatomy of the Operation > Traffic Distribution System,HTTP POST request,The excerpt shows HTTP POST requests being used for communication.
dfir-2026-08-24-bengalseo-part-1-anatomy-of-the-operation,T1608.004,Drive-by Target,20,1,0a562e52-5ec3-4b5e-813e-976495aceee7:13,BengalSEO Part 1: Anatomy of the Operation > Traffic Distribution System,malicious landing page,The excerpt describes a website serving malicious content to visitors.
dfir-2026-08-24-bengalseo-part-1-anatomy-of-the-operation,T1189,Drive-by Compromise,20,1,0a562e52-5ec3-4b5e-813e-976495aceee7:13,BengalSEO Part 1: Anatomy of the Operation > Traffic Distribution System,malicious service,"The excerpt explicitly states that the visitor is served a benign version of the landing page when failing TDS checks, but clicking 'Click to continue' sends them to a malicious service."
dfir-2026-08-24-bengalseo-part-1-anatomy-of-the-operation,T1071.001,Web Protocols,20,1,0a562e52-5ec3-4b5e-813e-976495aceee7:13,BengalSEO Part 1: Anatomy of the Operation > Traffic Distribution System,almost identical,The excerpt mentions that the traffic flow remains almost identical between benign and malicious versions of the landing page.
dfir-2026-08-24-bengalseo-part-1-anatomy-of-the-operation,T1204,User Execution,100,0,0a562e52-5ec3-4b5e-813e-976495aceee7:14,BengalSEO Part 1: Anatomy of the Operation > Payload Delivery,click the download button,The excerpt describes a user clicking on a malicious link to download a ZIP archive.
dfir-2026-08-24-bengalseo-part-1-anatomy-of-the-operation,T1608.005,Link Target,20,1,0a562e52-5ec3-4b5e-813e-976495aceee7:14,BengalSEO Part 1: Anatomy of the Operation > Payload Delivery,download link,The excerpt shows a malicious landing page with a download link and instructions for fake software.
dfir-2026-08-24-bengalseo-part-1-anatomy-of-the-operation,T1059.007,JavaScript,100,0,0a562e52-5ec3-4b5e-813e-976495aceee7:15,BengalSEO Part 1: Anatomy of the Operation > Payload Delivery,JavaScript dropper,The excerpt explicitly mentions 'JavaScript dropper' and 'wscript.exe'.
dfir-2026-08-24-bengalseo-part-1-anatomy-of-the-operation,T1036.008,Masquerade File Type,80,0,0a562e52-5ec3-4b5e-813e-976495aceee7:15,BengalSEO Part 1: Anatomy of the Operation > Payload Delivery,posing as EXE,The excerpt shows a file posing as an exe file.
dfir-2026-08-24-bengalseo-part-1-anatomy-of-the-operation,T1593,Search Open Websites/Domains,80,0,0a562e52-5ec3-4b5e-813e-976495aceee7:16,BengalSEO Part 1: Anatomy of the Operation > Infrastructure and Web Components,search engine results,The excerpt lists several search engines and websites used by BengalSEO.
dfir-2026-08-24-bengalseo-part-1-anatomy-of-the-operation,T1593.003,Code Repositories,100,0,0a562e52-5ec3-4b5e-813e-976495aceee7:20,BengalSEO Part 1: Anatomy of the Operation > Github Infrastructure,Table of GitHub accounts,The excerpt lists GitHub accounts mapped to Garage2Global emails.
dfir-2026-08-24-bengalseo-part-1-anatomy-of-the-operation,T1583.001,Domains,80,0,0a562e52-5ec3-4b5e-813e-976495aceee7:21,BengalSEO Part 1: Anatomy of the Operation > Github Infrastructure,<mark>`wc.ci`</mark> is another domain registered by BengalSEO,The excerpt mentions BengalSEO registering domains for use during targeting.
dfir-2026-08-24-bengalseo-part-1-anatomy-of-the-operation,T1590.001,Domain Properties,20,1,0a562e52-5ec3-4b5e-813e-976495aceee7:22,BengalSEO Part 1: Anatomy of the Operation > Domain & Certificate Registration,campaign patterns,The excerpt mentions analyzing campaign patterns and identifying consistent use of specific indicators.
dfir-2026-08-24-bengalseo-part-1-anatomy-of-the-operation,T1584.001,Domains,90,0,0a562e52-5ec3-4b5e-813e-976495aceee7:22,BengalSEO Part 1: Anatomy of the Operation > Domain & Certificate Registration,hundreds of domains,The excerpt explicitly states that the team identified hundreds of domains and SSL certificates tied to BengalSEO.
dfir-2026-08-24-bengalseo-part-1-anatomy-of-the-operation,T1596.002,WHOIS,95,0,0a562e52-5ec3-4b5e-813e-976495aceee7:22,BengalSEO Part 1: Anatomy of the Operation > Domain & Certificate Registration,reverse WHOIS lookups,The excerpt mentions running reverse WHOIS lookups for known BengalSEO email addresses and aliases.
dfir-2026-08-24-bengalseo-part-1-anatomy-of-the-operation,T1583.001,Domains,80,0,0a562e52-5ec3-4b5e-813e-976495aceee7:23,BengalSEO Part 1: Anatomy of the Operation > Domain & Certificate Registration,registers domains,The excerpt mentions BengalSEO frequently registering domains via Spaceship Inc.
dfir-2026-08-24-bengalseo-part-1-anatomy-of-the-operation,T1584.001,Domains,20,1,0a562e52-5ec3-4b5e-813e-976495aceee7:23,BengalSEO Part 1: Anatomy of the Operation > Domain & Certificate Registration,leases infrastructure,The excerpt describes Hostmaza leasing infrastructure from UK Dedicated Servers and utilizing specific name servers
dfir-2026-08-24-bengalseo-part-1-anatomy-of-the-operation,T1584.002,DNS Server,60,0,0a562e52-5ec3-4b5e-813e-976495aceee7:24,BengalSEO Part 1: Anatomy of the Operation > Domain & Certificate Registration,shifted to a hostmaza,The excerpt shows the domain <mark>`wapp.live`</mark> shifting to a hostmaza.co.in name server.
dfir-2026-08-24-bengalseo-part-1-anatomy-of-the-operation,T1584.001,Domains,80,0,0a562e52-5ec3-4b5e-813e-976495aceee7:25,BengalSEO Part 1: Anatomy of the Operation > Domain & Certificate Registration,BengalSEO gained control,The excerpt shows BengalSEO gaining control of the DNS for wapp.live.
dfir-2026-08-24-bengalseo-part-1-anatomy-of-the-operation,T1583.001,Domains,20,1,0a562e52-5ec3-4b5e-813e-976495aceee7:26,BengalSEO Part 1: Anatomy of the Operation > Domain & Certificate Registration,reused across the wider BengalSEO campaign,"The excerpt explicitly states that the Matomo instance was reused across multiple domains, implying domain acquisition."
dfir-2026-08-24-bengalseo-part-1-anatomy-of-the-operation,T1588.004,Digital Certificates,20,1,0a562e52-5ec3-4b5e-813e-976495aceee7:27,BengalSEO Part 1: Anatomy of the Operation > Timeline and Trend Analysis,SSL/TLS certificate,The excerpt discusses BengalSEO's use of SSL/TLS certificates during targeting.
dfir-2026-08-24-bengalseo-part-1-anatomy-of-the-operation,T1583.001,Domains,20,1,0a562e52-5ec3-4b5e-813e-976495aceee7:28,BengalSEO Part 1: Anatomy of the Operation > Timeline and Trend Analysis,several BengalSEO business domains,The excerpt lists specific domains registered by BengalSEO.
dfir-2026-08-24-bengalseo-part-1-anatomy-of-the-operation,T1568.002,Domain Generation Algorithms,20,1,0a562e52-5ec3-4b5e-813e-976495aceee7:28,BengalSEO Part 1: Anatomy of the Operation > Timeline and Trend Analysis,"numbered us, act, and pc naming conventions",The excerpt mentions the registration of multiple domains with similar naming conventions.
dfir-2026-08-24-bengalseo-part-1-anatomy-of-the-operation,T1583.001,Domains,80,0,0a562e52-5ec3-4b5e-813e-976495aceee7:29,BengalSEO Part 1: Anatomy of the Operation > Timeline and Trend Analysis,registering bulk domains,The excerpt mentions 'BengalSEO began registering bulk domains' which shows domain acquisition.
dfir-2026-08-24-bengalseo-part-1-anatomy-of-the-operation,T1568.002,Domain Generation Algorithms,60,0,0a562e52-5ec3-4b5e-813e-976495aceee7:29,BengalSEO Part 1: Anatomy of the Operation > Timeline and Trend Analysis,ustechnio series,The excerpt describes sequential domain registrations with a pattern (ustechnio[.]com through ustechnio100[.]com) which could indicate a Domain Generation Algorithm.
dfir-2026-08-24-bengalseo-part-1-anatomy-of-the-operation,T1583.001,Domains,20,1,0a562e52-5ec3-4b5e-813e-976495aceee7:30,BengalSEO Part 1: Anatomy of the Operation > Timeline and Trend Analysis,registered domains,The excerpt lists domains registered through Spaceship and Namecheap.
dfir-2026-08-24-bengalseo-part-1-anatomy-of-the-operation,T1598.003,Spearphishing Link,80,0,0a562e52-5ec3-4b5e-813e-976495aceee7:31,BengalSEO Part 1: Anatomy of the Operation > SEO Capabilities Analysis,spamming hyperlinks,The excerpt shows multiple accounts spamming links to lure pages in forums
dfir-2026-08-24-bengalseo-part-1-anatomy-of-the-operation,T1608.006,SEO Poisoning,80,0,0a562e52-5ec3-4b5e-813e-976495aceee7:32,BengalSEO Part 1: Anatomy of the Operation > SEO Capabilities Analysis,manipulate search engine,The excerpt describes BengalSEO using backlinks to manipulate search engine ranking algorithms.
dfir-2026-08-24-bengalseo-part-1-anatomy-of-the-operation,T1593.002,Search Engines,90,0,0a562e52-5ec3-4b5e-813e-976495aceee7:32,BengalSEO Part 1: Anatomy of the Operation > SEO Capabilities Analysis,Ahrefs service,"The excerpt mentions the use of Ahrefs service to analyze backlink profiles, which is a search engine service."
dfir-2026-08-24-bengalseo-part-1-anatomy-of-the-operation,T1608.006,SEO Poisoning,100,0,0a562e52-5ec3-4b5e-813e-976495aceee7:33,BengalSEO Part 1: Anatomy of the Operation > SEO Capabilities Analysis > DOM Injection,SEO poisoning,The excerpt explicitly mentions 'SEO poisoning' and describes how it is used.
dfir-2026-08-24-bengalseo-part-1-anatomy-of-the-operation,T1059.007,JavaScript,80,0,0a562e52-5ec3-4b5e-813e-976495aceee7:33,BengalSEO Part 1: Anatomy of the Operation > SEO Capabilities Analysis > DOM Injection,obfuscated ASCII character codes,The excerpt states that the script uses obfuscated JavaScript to construct a typosquatted domain.
dfir-2026-08-24-bengalseo-part-1-anatomy-of-the-operation,T1608.006,SEO Poisoning,80,0,0a562e52-5ec3-4b5e-813e-976495aceee7:34,BengalSEO Part 1: Anatomy of the Operation > SEO Capabilities Analysis > DOM Injection,keyword stuffing,The excerpt describes using meta tags for keyword stuffing to manipulate search rankings.
dfir-2026-08-24-bengalseo-part-1-anatomy-of-the-operation,T1059.007,JavaScript,90,0,0a562e52-5ec3-4b5e-813e-976495aceee7:34,BengalSEO Part 1: Anatomy of the Operation > SEO Capabilities Analysis > DOM Injection,embedded JavaScript,The excerpt mentions an embedded JavaScript function that dynamically reorders HTML elements.
dfir-2026-08-24-bengalseo-part-1-anatomy-of-the-operation,T1059.007,JavaScript,100,0,0a562e52-5ec3-4b5e-813e-976495aceee7:35,BengalSEO Part 1: Anatomy of the Operation > SEO Capabilities Analysis > DOM Injection,JavaScript: Monthly Shuffle,The excerpt explicitly describes JavaScript code being used for execution.
dfir-2026-08-24-bengalseo-part-1-anatomy-of-the-operation,T1583.008,Malvertising,20,1,0a562e52-5ec3-4b5e-813e-976495aceee7:35,BengalSEO Part 1: Anatomy of the Operation > SEO Capabilities Analysis > DOM Injection,duplicate content penalties,"The excerpt mentions the goal of evading search engine duplicate content penalties, which is a common use case for malvertising."
dfir-2026-08-24-bengalseo-part-1-anatomy-of-the-operation,T1059.007,JavaScript,100,0,0a562e52-5ec3-4b5e-813e-976495aceee7:36,BengalSEO Part 1: Anatomy of the Operation > SEO Capabilities Analysis > DOM Injection,const shuffle = (arr) => {,The excerpt uses JavaScript for execution.
dfir-2026-08-24-bengalseo-part-1-anatomy-of-the-operation,T1678,Delay Execution,50,0,0a562e52-5ec3-4b5e-813e-976495aceee7:36,BengalSEO Part 1: Anatomy of the Operation > SEO Capabilities Analysis > DOM Injection,"setTimeout(() => location.reload(), 1000);",The excerpt uses a delay (1 second) for auto refresh after shuffle.
dfir-2026-08-24-bengalseo-part-1-anatomy-of-the-operation,T1059.007,JavaScript,20,1,0a562e52-5ec3-4b5e-813e-976495aceee7:37,BengalSEO Part 1: Anatomy of the Operation > SEO Capabilities Analysis > DOM Injection,JavaScript monthly,The excerpt mentions 'JavaScript monthly DOM shuffle' which is a clear indication of JavaScript being used.
